number;group;name;suggested_cost_price;extra_cost;sales_price;unit_id;stock_quantity;description;min_inventory_quantity;min_sales_quantity;min_purchase_quantity;barcode;default_location_id;variation_id;weight;weight_unit;width;height;depth;size_unit;supplier_product_number;is_barred;discount_group;image_url;Har batchstyring;has_serial_numbers;default_supplier_id
SOL-19621088;25;; kr 18,84 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0205;25;; kr 18,84 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24350018;25;; kr 17,90 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0035;25;; kr 17,90 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0239;25;; kr 17,90 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TR.35.10;25;; kr 17,90 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-M87521016;25;; kr 18,60 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13225031;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13325226;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13724044;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16524150;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18020097;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18224053;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19020047;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020092;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020133;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020147;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020164;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020172;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020225;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020244;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020274;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020289;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24810222;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24840131;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113103;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51109389;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51125008;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52101471;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52129012;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52201315;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53030016;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53104308;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54081050;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54102365;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-25210212;25;; kr 18,25 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13125019;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13222063;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13321054;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13325202;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17120062;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17425106;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17425257;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17425260;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17622060.4;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17622060.5;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17821007;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19024062;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19420020.9;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19421088;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19428008;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020067;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113150;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52302309;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53101315;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54101313;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-59520038;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13124049;25;; kr 18,60 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13511012;25;; kr 18,60 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-25210418;25;; kr 18,60 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-CA.4.N;25;; kr 18,60 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408197;25;; kr 18,60 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TT3.2HO.2.5;25;; kr 18,60 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13519007;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19012017;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24350106;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0106;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60147002;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60539019;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900048;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900069;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900069.1;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900134;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900304;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-CA.4.R;25;; kr 18,95 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16524157;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18125235;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19020034;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19027121;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19027138;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19027240;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19121049;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19427157;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A021124;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020086;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24890214;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24910010;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113151;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-51086018;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52201319;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52203310;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53103358;25;; kr 20,12 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-M87521218;25;; kr 19,77 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-DC000487;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-LLAVERO.1A;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V20512918F;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21632201F;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V22022155F;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V41830036A;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V41830038F;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408224;25;; kr 19,31 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13221022;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17020027;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17120041;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17A22127;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18017055.1;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18020056;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18020060;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18020095;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18021082;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18025164;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18220042;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18221049;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18221068;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18222009;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18222049;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19020062;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A025017;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020127;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020192;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24830105;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-36711003;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52102563;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54102371;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H2672684800;25;; kr 19,66 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17828012.2;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19420009.2;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19420036;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A020020;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A020028;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A020083;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A020087;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A021019;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A021103;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A021111;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A021118;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A022015;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A022045;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A022053;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A023021;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A025003;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A027102;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A027116;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020179;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54082025;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54101315;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0063;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-11500001;25;; kr 19,89 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-ETIQUETA.1;25;; kr 19,89 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-ETIQUETA.9;25;; kr 19,89 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V20200169A;25;; kr 19,89 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V46320014A;25;; kr 19,89 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V46320276F;25;; kr 19,89 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12120018;25;; kr 20,59 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TT5.3HO.2.5;25;; kr 20,01 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13125011;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13127218;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13227055;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13320067;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13726011;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17022026;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17026136;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17026137;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17225011.1;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19026008;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19420302;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19421053;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19427017.1;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54081032;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54082032;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-54082035;25;; kr 21,53 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13220038;25;; kr 20,36 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13811062;25;; kr 20,36 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19012015;25;; kr 20,36 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19114013;25;; kr 20,36 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-22310417;25;; kr 20,36 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40500315;25;; kr 20,36 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60121002;25;; kr 20,36 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16520076;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16524149;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18027015;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18210026;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19024002;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19027258;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113016;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52202409;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-53101316;25;; kr 22,00 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12114088;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12120017;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12121065;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12311040;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13120047;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13219007;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13517006;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13814072;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18614011;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-22410209;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-22415209;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-22510411;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0227;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0228;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0229;25;; kr 20,71 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V22022049A;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V22022102F;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V22022134F;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V22032233F;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V46340872F;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17414014;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19024004;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19024064;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19121054;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A020082;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A024090;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113127;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52202365;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605113050Z4.12;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605113130Z3.24;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-GC020045;25;; kr 22,35 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18010015;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19013016;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24810310;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-31211009;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60938008;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H002000T057;25;; kr 21,06 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12110059;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12121044;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-15210076;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17111021;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17410131;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17613014;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-27101001.03;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900831;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408182;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-TR.25.12;25;; kr 21,41 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13221007;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17026127;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17220019;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17220064;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17420050;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17420112;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17424055;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17425276;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17826020;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17B21127;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0160;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0176;25;; kr 22,82 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V46320013A;25;; kr 21,65 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13311015;25;; kr 21,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13313016;25;; kr 21,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-22310103;25;; kr 21,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-243B0594;25;; kr 21,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-25710302;25;; kr 21,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40030028;25;; kr 21,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900305;25;; kr 21,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60994023;25;; kr 21,76 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12124060;25;; kr 22,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12124062;25;; kr 22,46 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12111081;25;; kr 23,28 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13126003;25;; kr 23,28 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13126010;25;; kr 23,28 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13126012;25;; kr 23,28 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13126013;25;; kr 23,28 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13126014;25;; kr 23,28 ;; kr 50 ;;;;;;;;;;;;;;;;;;;;;;200602
