number;group;name;suggested_cost_price;extra_cost;sales_price;unit_id;stock_quantity;description;min_inventory_quantity;min_sales_quantity;min_purchase_quantity;barcode;default_location_id;variation_id;weight;weight_unit;width;height;depth;size_unit;supplier_product_number;is_barred;discount_group;image_url;Har batchstyring;has_serial_numbers;default_supplier_id
SOL-V21282781F;25;; kr 887,45 ;; kr 1.826 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19420010.1;25;; kr 943,25 ;; kr 1.827 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17421021G;25;; kr 943,72 ;; kr 1.828 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17520006;25;; kr 943,72 ;; kr 1.828 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605113075Z0.19;25;; kr 945,48 ;; kr 1.831 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19514018.1;25;; kr 890,49 ;; kr 1.832 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17A13015.1;25;; kr 890,84 ;; kr 1.833 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13520030;25;; kr 946,88 ;; kr 1.834 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13810046;25;; kr 891,89 ;; kr 1.835 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17617100.2;25;; kr 891,89 ;; kr 1.835 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60594042.03;25;; kr 891,89 ;; kr 1.835 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60594042.04;25;; kr 891,89 ;; kr 1.835 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60594042.31;25;; kr 891,89 ;; kr 1.835 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60594042.32;25;; kr 891,89 ;; kr 1.835 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18222055;25;; kr 948,17 ;; kr 1.836 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19122055.1;25;; kr 948,99 ;; kr 1.838 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60574047;25;; kr 893,65 ;; kr 1.839 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61665000;25;; kr 856,44 ;; kr 1.839 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61694001;25;; kr 856,44 ;; kr 1.839 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61694009;25;; kr 856,44 ;; kr 1.839 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19424061.2;25;; kr 949,92 ;; kr 1.840 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60575043;25;; kr 894,70 ;; kr 1.841 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16710170.2;25;; kr 895,05 ;; kr 1.842 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900301;25;; kr 895,05 ;; kr 1.842 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40025103K;25;; kr 896,81 ;; kr 1.845 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40025106K;25;; kr 896,81 ;; kr 1.845 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40025108K;25;; kr 896,81 ;; kr 1.845 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40025109K;25;; kr 896,81 ;; kr 1.845 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40025117K;25;; kr 896,81 ;; kr 1.845 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19411014G;25;; kr 897,51 ;; kr 1.847 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V20300274A;25;; kr 898,56 ;; kr 1.849 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24830104;25;; kr 954,72 ;; kr 1.849 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24860201;25;; kr 954,72 ;; kr 1.849 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17120086;25;; kr 956,01 ;; kr 1.851 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17522014;25;; kr 956,01 ;; kr 1.851 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17522017;25;; kr 956,01 ;; kr 1.851 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19426018;25;; kr 956,94 ;; kr 1.853 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18121016;25;; kr 957,41 ;; kr 1.854 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V10302015F;25;; kr 901,49 ;; kr 1.855 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16724135;25;; kr 958,23 ;; kr 1.856 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24810051;25;; kr 958,23 ;; kr 1.856 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-22210224;25;; kr 902,42 ;; kr 1.857 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H1489408276;25;; kr 902,77 ;; kr 1.858 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17613015G;25;; kr 903,12 ;; kr 1.858 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113144;25;; kr 960,80 ;; kr 1.861 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24350024;25;; kr 904,53 ;; kr 1.861 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13225009;25;; kr 961,74 ;; kr 1.862 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17222066;25;; kr 961,74 ;; kr 1.862 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17325009.1;25;; kr 961,74 ;; kr 1.862 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16511005;25;; kr 905,58 ;; kr 1.863 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900725;25;; kr 905,58 ;; kr 1.863 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17410249;25;; kr 905,93 ;; kr 1.864 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40030106;25;; kr 905,93 ;; kr 1.864 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40030107;25;; kr 905,93 ;; kr 1.864 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40030108;25;; kr 905,93 ;; kr 1.864 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40030109;25;; kr 905,93 ;; kr 1.864 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40030112;25;; kr 905,93 ;; kr 1.864 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-26113023;25;; kr 962,68 ;; kr 1.864 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17110120;25;; kr 906,28 ;; kr 1.865 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17124008G;25;; kr 963,03 ;; kr 1.865 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18022047;25;; kr 963,03 ;; kr 1.865 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-50716050;25;; kr 933,19 ;; kr 1.866 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19414008;25;; kr 906,98 ;; kr 1.866 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17020037;25;; kr 964,43 ;; kr 1.868 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60171001;25;; kr 907,69 ;; kr 1.868 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60974223DNV;25;; kr 907,69 ;; kr 1.868 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60994221;25;; kr 907,69 ;; kr 1.868 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60141002;25;; kr 1.021,53 ;; kr 1.868 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13920030;25;; kr 964,78 ;; kr 1.868 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17223001G.1;25;; kr 964,78 ;; kr 1.868 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12120025;25;; kr 934,71 ;; kr 1.869 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40019010;25;; kr 910,49 ;; kr 1.873 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18227017;25;; kr 967,82 ;; kr 1.874 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24820401;25;; kr 968,76 ;; kr 1.876 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24840401;25;; kr 968,76 ;; kr 1.876 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24850401;25;; kr 968,76 ;; kr 1.876 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60974064;25;; kr 911,90 ;; kr 1.876 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21282870F;25;; kr 912,60 ;; kr 1.878 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17240110;25;; kr 912,60 ;; kr 1.878 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17240210G;25;; kr 912,60 ;; kr 1.878 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17840110;25;; kr 912,60 ;; kr 1.878 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17940110;25;; kr 912,60 ;; kr 1.878 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V20600316B;25;; kr 913,19 ;; kr 1.879 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18010006.1;25;; kr 913,30 ;; kr 1.879 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19427195;25;; kr 970,52 ;; kr 1.879 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900510;25;; kr 913,65 ;; kr 1.880 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17422003G.1;25;; kr 970,98 ;; kr 1.880 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17522015;25;; kr 970,98 ;; kr 1.880 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17522016;25;; kr 970,98 ;; kr 1.880 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17117022;25;; kr 914,00 ;; kr 1.881 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17310070;25;; kr 914,36 ;; kr 1.881 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19211103;25;; kr 941,15 ;; kr 1.882 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60571016;25;; kr 916,46 ;; kr 1.886 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19022056A;25;; kr 974,96 ;; kr 1.888 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60972191;25;; kr 974,84 ;; kr 1.888 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-H092223K000;25;; kr 917,87 ;; kr 1.889 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60730039;25;; kr 918,57 ;; kr 1.890 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60730042;25;; kr 918,57 ;; kr 1.890 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19421073;25;; kr 977,07 ;; kr 1.892 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12123030;25;; kr 946,41 ;; kr 1.892 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17310128;25;; kr 919,97 ;; kr 1.893 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17710012.2;25;; kr 919,97 ;; kr 1.893 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19411023;25;; kr 920,32 ;; kr 1.894 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19417006.1;25;; kr 920,32 ;; kr 1.894 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17A13016.1;25;; kr 920,67 ;; kr 1.894 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60139010;25;; kr 920,67 ;; kr 1.894 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40035005AK;25;; kr 947,58 ;; kr 1.895 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40035006AK;25;; kr 947,58 ;; kr 1.895 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17217100B;25;; kr 921,38 ;; kr 1.896 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17A24003;25;; kr 979,76 ;; kr 1.897 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18224015;25;; kr 979,76 ;; kr 1.897 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24864203;25;; kr 979,76 ;; kr 1.897 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900211;25;; kr 922,78 ;; kr 1.899 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19022083;25;; kr 981,51 ;; kr 1.901 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13810021;25;; kr 925,24 ;; kr 1.904 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60571020A;25;; kr 925,59 ;; kr 1.905 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17427002.1;25;; kr 983,74 ;; kr 1.905 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19422045.1;25;; kr 984,09 ;; kr 1.906 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A011053;25;; kr 926,99 ;; kr 1.907 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40745050;25;; kr 927,34 ;; kr 1.908 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52918058;25;; kr 985,37 ;; kr 1.908 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40035005A;25;; kr 955,54 ;; kr 1.910 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40035006A;25;; kr 955,54 ;; kr 1.910 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21282856F;25;; kr 929,57 ;; kr 1.913 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16521131;25;; kr 988,07 ;; kr 1.913 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19024021;25;; kr 988,07 ;; kr 1.913 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18227117;25;; kr 988,53 ;; kr 1.914 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24850212;25;; kr 988,53 ;; kr 1.914 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17722003;25;; kr 988,88 ;; kr 1.915 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-62972102;25;; kr 990,76 ;; kr 1.919 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21300168A;25;; kr 932,49 ;; kr 1.919 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13820030;25;; kr 991,11 ;; kr 1.919 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A024054;25;; kr 991,11 ;; kr 1.919 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19114010;25;; kr 933,31 ;; kr 1.920 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605113075Z0.10;25;; kr 992,04 ;; kr 1.921 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19412019;25;; kr 934,01 ;; kr 1.922 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A010015C;25;; kr 934,36 ;; kr 1.923 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1A025015;25;; kr 993,33 ;; kr 1.924 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40050131;25;; kr 993,80 ;; kr 1.925 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V20600269A;25;; kr 935,42 ;; kr 1.925 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19417006.2;25;; kr 935,77 ;; kr 1.925 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61694002;25;; kr 896,81 ;; kr 1.925 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-61694006;25;; kr 896,81 ;; kr 1.925 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40045070;25;; kr 936,82 ;; kr 1.928 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17127002.2;25;; kr 996,84 ;; kr 1.930 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21282657F;25;; kr 938,34 ;; kr 1.931 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60594042.56;25;; kr 938,93 ;; kr 1.932 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19427185;25;; kr 997,78 ;; kr 1.932 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13813017;25;; kr 939,28 ;; kr 1.933 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17125300;25;; kr 939,28 ;; kr 1.933 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-CERTIFICADO.21;25;; kr 940,10 ;; kr 1.934 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-CERTIFICADO.22;25;; kr 940,10 ;; kr 1.934 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-CERTIFICADO.23;25;; kr 940,10 ;; kr 1.934 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-CERTIFICADO.24;25;; kr 940,10 ;; kr 1.934 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19022061;25;; kr 999,06 ;; kr 1.935 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17020003;25;; kr 999,53 ;; kr 1.936 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17122003G;25;; kr 999,53 ;; kr 1.936 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-39411005;25;; kr 940,68 ;; kr 1.936 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60730025;25;; kr 941,73 ;; kr 1.938 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-14713002;25;; kr 942,08 ;; kr 1.938 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24813500.23;25;; kr 1.001,29 ;; kr 1.939 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13811100;25;; kr 943,14 ;; kr 1.941 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60596042.101;25;; kr 943,14 ;; kr 1.941 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17127002.3;25;; kr 1.002,11 ;; kr 1.941 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0196;25;; kr 1.004,33 ;; kr 1.945 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V10512049F;25;; kr 945,36 ;; kr 1.945 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V21282886F;25;; kr 947,12 ;; kr 1.949 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17512017;25;; kr 948,05 ;; kr 1.951 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40035022;25;; kr 948,05 ;; kr 1.951 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40040022;25;; kr 948,05 ;; kr 1.951 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16721071;25;; kr 1.007,84 ;; kr 1.952 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17227054;25;; kr 1.007,84 ;; kr 1.952 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19022017;25;; kr 1.007,84 ;; kr 1.952 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17122002G;25;; kr 1.008,31 ;; kr 1.953 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17122003.1;25;; kr 1.008,31 ;; kr 1.953 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60511336S.09;25;; kr 1.008,66 ;; kr 1.953 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0163;25;; kr 1.009,13 ;; kr 1.954 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900460V;25;; kr 950,86 ;; kr 1.957 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24810401;25;; kr 1.010,88 ;; kr 1.958 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19021056;25;; kr 1.011,82 ;; kr 1.959 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V20602123F;25;; kr 953,55 ;; kr 1.962 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19511003;25;; kr 953,67 ;; kr 1.962 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900990;25;; kr 954,02 ;; kr 1.963 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13222038;25;; kr 1.016,15 ;; kr 1.968 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13823002;25;; kr 1.016,15 ;; kr 1.968 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60530009;25;; kr 1.016,15 ;; kr 1.968 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60594042.58;25;; kr 956,48 ;; kr 1.968 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13827054;25;; kr 1.016,61 ;; kr 1.969 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19010022;25;; kr 956,83 ;; kr 1.969 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17A14005;25;; kr 957,53 ;; kr 1.970 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19114018;25;; kr 957,53 ;; kr 1.970 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19422045.3;25;; kr 1.017,90 ;; kr 1.971 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18220095;25;; kr 1.018,37 ;; kr 1.972 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-18220097;25;; kr 1.018,37 ;; kr 1.972 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-25210230;25;; kr 958,58 ;; kr 1.972 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900935;25;; kr 958,58 ;; kr 1.972 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13124003;25;; kr 1.018,72 ;; kr 1.973 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24830095;25;; kr 1.019,19 ;; kr 1.974 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24850020;25;; kr 1.019,19 ;; kr 1.974 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-V10272013F;25;; kr 959,40 ;; kr 1.974 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60972067;25;; kr 959,63 ;; kr 1.975 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900139;25;; kr 961,04 ;; kr 1.977 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-M8850152164;25;; kr 989,82 ;; kr 1.979 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-22110224;25;; kr 962,09 ;; kr 1.980 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24830041;25;; kr 1.022,70 ;; kr 1.981 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13414050;25;; kr 962,79 ;; kr 1.981 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16622006;25;; kr 1.023,17 ;; kr 1.981 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-605B0078;25;; kr 1.023,63 ;; kr 1.982 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-DC000129;25;; kr 964,08 ;; kr 1.984 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17520005;25;; kr 1.024,92 ;; kr 1.985 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-174270802;25;; kr 1.025,86 ;; kr 1.987 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-VALO0002;25;; kr 965,84 ;; kr 1.987 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16720088;25;; kr 1.026,68 ;; kr 1.988 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17613015;25;; kr 966,65 ;; kr 1.989 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40038023;25;; kr 966,65 ;; kr 1.989 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24350049;25;; kr 967,01 ;; kr 1.990 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24350102;25;; kr 967,01 ;; kr 1.990 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60539041.25BC;25;; kr 967,36 ;; kr 1.990 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60594013.1;25;; kr 967,36 ;; kr 1.990 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19014070;25;; kr 967,71 ;; kr 1.991 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-12120004;25;; kr 996,26 ;; kr 1.992 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-24820206;25;; kr 968,06 ;; kr 1.992 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60900787;25;; kr 968,06 ;; kr 1.992 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17A11011;25;; kr 968,41 ;; kr 1.993 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19410001;25;; kr 968,41 ;; kr 1.993 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-35111010;25;; kr 968,41 ;; kr 1.993 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17610019;25;; kr 968,76 ;; kr 1.993 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-15327002C;25;; kr 969,81 ;; kr 1.996 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60571014;25;; kr 969,81 ;; kr 1.996 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60574054.03;25;; kr 969,81 ;; kr 1.996 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60574054.04;25;; kr 969,81 ;; kr 1.996 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60574054.31;25;; kr 969,81 ;; kr 1.996 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60574054.32;25;; kr 969,81 ;; kr 1.996 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-40038131;25;; kr 1.031,00 ;; kr 1.997 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-UMSDZ012;25;; kr 970,52 ;; kr 1.997 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-25210293;25;; kr 971,22 ;; kr 1.998 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020214;25;; kr 1.032,41 ;; kr 1.999 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19414009;25;; kr 972,27 ;; kr 2.001 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60730041;25;; kr 972,27 ;; kr 2.001 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-13222004;25;; kr 1.033,70 ;; kr 2.002 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-16526006;25;; kr 1.033,70 ;; kr 2.002 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60574054.56;25;; kr 973,32 ;; kr 2.003 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-52223045;25;; kr 1.034,63 ;; kr 2.004 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60539044;25;; kr 974,38 ;; kr 2.005 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-60420173;25;; kr 1.036,62 ;; kr 2.007 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19021010;25;; kr 1.037,21 ;; kr 2.009 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19420109.1;25;; kr 1.037,21 ;; kr 2.009 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-14712001;25;; kr 1.005,03 ;; kr 2.009 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-1D020204;25;; kr 1.037,67 ;; kr 2.009 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-17114003;25;; kr 976,83 ;; kr 2.010 ;;;;;;;;;;;;;;;;;;;;;;200602
SOL-19421090.1;25;; kr 1.038,02 ;; kr 2.010 ;;;;;;;;;;;;;;;;;;;;;;200602
